"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.09.2020","378,000","367,000","381,000","364,000","2,11K","2,44%"
"31.08.2020","369,000","377,000","385,000","366,330","1,41K","-2,12%"
"28.08.2020","377,000","365,000","377,000","360,000","2,13K","4,43%"
"27.08.2020","361,000","364,000","369,000","348,000","2,39K","0,00%"
"26.08.2020","361,000","358,000","369,000","353,000","2,27K","0,84%"
"25.08.2020","358,000","348,000","358,000","338,000","1,85K","3,47%"
"24.08.2020","346,000","363,000","363,000","343,000","2,69K","-3,08%"
"21.08.2020","357,000","373,000","374,000","350,000","3,09K","-4,55%"
"20.08.2020","374,000","367,000","375,000","366,950","1,42K","0,54%"
"19.08.2020","372,000","373,000","377,000","364,000","2,01K","-0,53%"
"18.08.2020","374,000","385,000","390,000","374,000","2,10K","-2,86%"
"17.08.2020","385,000","373,000","390,000","368,000","2,21K","4,05%"
"14.08.2020","370,000","376,000","385,000","365,000","1,89K","-2,12%"
"13.08.2020","378,000","372,000","384,000","368,000","2,32K","0,80%"
"12.08.2020","375,000","378,000","384,000","368,000","3,45K","0,00%"
"11.08.2020","375,000","405,000","405,000","371,000","3,98K","-6,25%"
"10.08.2020","400,000","391,000","413,500","386,000","5,38K","2,30%"
"07.08.2020","391,000","395,000","398,000","382,000","5,18K","0,77%"
"06.08.2020","388,000","386,000","392,990","375,000","3,86K","0,52%"
"05.08.2020","386,000","397,000","406,000","385,000","3,01K","-1,78%"
"04.08.2020","393,000","400,000","409,000","388,000","4,39K","-1,75%"
"03.08.2020","400,000","396,000","427,380","396,000","5,14K","1,52%"
"31.07.2020","394,000","418,000","425,000","387,000","6,65K","-5,06%"
"30.07.2020","415,000","420,000","430,000","406,000","4,95K","-3,26%"
"29.07.2020","429,000","443,000","448,000","417,000","4,24K","-2,50%"
"28.07.2020","440,000","459,000","462,890","431,000","3,06K","-4,56%"
"27.07.2020","461,000","447,000","468,000","443,030","9,30K","3,13%"
"24.07.2020","447,000","467,000","480,000","438,000","5,93K","-4,89%"
"23.07.2020","470,000","493,000","498,000","455,000","6,08K","-2,69%"
"22.07.2020","483,000","496,000","518,000","472,000","13,89K","0,21%"
"21.07.2020","482,000","509,000","518,990","479,000","6,90K","-3,60%"
"20.07.2020","500,000","470,000","513,000","447,000","15,42K","7,53%"
"17.07.2020","465,000","432,000","471,000","432,000","4,90K","7,14%"
"16.07.2020","434,000","433,000","446,000","413,000","3,17K","-0,57%"
"15.07.2020","436,500","410,000","440,000","405,000","6,08K","8,85%"
"14.07.2020","401,000","389,000","402,000","380,000","5,53K","3,35%"
"13.07.2020","388,000","404,000","423,000","388,000","4,30K","-3,24%"
"10.07.2020","401,000","397,000","403,000","378,000","5,91K","-0,25%"
"09.07.2020","402,000","400,000","425,000","397,000","9,89K","2,03%"
"08.07.2020","394,000","373,000","395,000","367,000","4,97K","5,07%"
"07.07.2020","375,000","379,000","393,000","372,000","5,79K","-1,32%"
"06.07.2020","380,000","385,000","386,760","368,000","4,72K","1,06%"
"02.07.2020","376,000","390,000","390,000","359,000","4,70K","-1,83%"
"01.07.2020","383,000","377,000","387,000","373,000","9,00K","1,86%"
"30.06.2020","376,000","380,000","386,000","368,000","6,89K","0,53%"
"29.06.2020","374,000","337,000","396,000","334,000","15,79K","8,09%"
"26.06.2020","346,000","300,000","346,000","296,000","44,03K","14,95%"
"25.06.2020","301,000","300,000","312,000","296,000","6,44K","0,33%"
"24.06.2020","300,000","305,000","317,000","295,000","6,72K","-1,96%"
"23.06.2020","306,000","314,000","330,000","306,000","5,78K","-0,65%"
"22.06.2020","308,000","299,000","311,000","290,000","8,15K","3,36%"
"19.06.2020","298,000","305,000","313,000","294,000","8,60K","-1,32%"
"18.06.2020","302,000","295,000","313,000","294,660","4,61K","1,00%"
"17.06.2020","299,000","312,000","326,000","295,990","7,58K","-4,17%"
"16.06.2020","312,000","318,000","322,000","297,000","5,90K","2,97%"
"15.06.2020","303,000","292,000","324,000","269,000","14,39K","1,00%"
"12.06.2020","300,000","275,000","426,000","262,000","131,68K","12,36%"
"11.06.2020","267,000","283,000","288,000","264,000","4,41K","-9,18%"
"10.06.2020","294,000","309,000","311,000","291,000","2,45K","-4,55%"
"09.06.2020","308,000","316,000","318,000","297,000","4,04K","-3,75%"
"08.06.2020","320,000","304,000","336,000","294,010","4,28K","8,47%"
"05.06.2020","295,000","295,000","305,000","290,000","4,19K","2,79%"
"04.06.2020","287,000","284,000","301,000","282,500","3,31K","1,41%"
"03.06.2020","283,000","290,000","292,000","276,000","2,97K","-0,35%"
"02.06.2020","284,000","286,000","292,000","275,000","3,01K","-0,35%"
"01.06.2020","285,000","281,000","297,480","281,000","2,96K","0,71%"
